"","SurveyID","SurveyDate","Species","RunYear","LiveTotal","DeadTotal","StreamName"
"349",295362,"10/31/2011","Chum Salmon",2011,0,0,"Sky Slough B"
"350",295362,"10/31/2011","Coho Salmon",2011,0,1,"Sky Slough B"
"351",295362,"10/31/2011","Pink Salmon",2011,8,16,"Sky Slough B"
"352",295363,"11/17/2011","Pink Salmon",2011,0,17,"Sky Slough B"
"353",295364,"10/31/2011","Chum Salmon",2011,0,0,"Sky Slough C"
"354",295365,"11/17/2011","Chum Salmon",2011,0,0,"Sky Slough C"
"355",295366,"10/31/2011","Chum Salmon",2011,0,0,"Sky Slough D"
"356",295367,"11/17/2011","Chum Salmon",2011,0,0,"Sky Slough D"
"357",308127,"12/23/2011","Coho Salmon",2011,0,3,"Sky Slough C"
"358",308110,"11/30/2011","Coho Salmon",2011,6,0,"Sky Slough A"
"359",308100,"11/28/2011","Chum Salmon",2011,NA,NA,"Sky Slough (LB)"
"360",308100,"11/28/2011","Coho Salmon",2011,NA,NA,"Sky Slough (LB)"
"361",308101,"11/30/2011","Chum Salmon",2011,1008,147,"Sky Slough (LB)"
"362",308101,"11/30/2011","Coho Salmon",2011,0,0,"Sky Slough (LB)"
"363",308102,"12/06/2011","Chum Salmon",2011,1440,776,"Sky Slough (LB)"
"364",308102,"12/06/2011","Coho Salmon",2011,0,1,"Sky Slough (LB)"
"365",308103,"12/07/2011","Chum Salmon",2011,NA,410,"Sky Slough (LB)"
"366",308104,"12/09/2011","Chum Salmon",2011,NA,131,"Sky Slough (LB)"
"367",308105,"12/14/2011","Chum Salmon",2011,63,2483,"Sky Slough (LB)"
"368",308105,"12/14/2011","Coho Salmon",2011,0,0,"Sky Slough (LB)"
"369",308106,"12/16/2011","Chum Salmon",2011,NA,120,"Sky Slough (LB)"
"370",308107,"12/20/2011","Chum Salmon",2011,10,1768,"Sky Slough (LB)"
"371",308107,"12/20/2011","Coho Salmon",2011,0,0,"Sky Slough (LB)"
"372",308108,"01/04/2012","Chum Salmon",2011,14,243,"Sky Slough (LB)"
"373",308108,"01/04/2012","Coho Salmon",2011,0,0,"Sky Slough (LB)"
"374",308109,"11/28/2011","Chum Salmon",2011,NA,NA,"Sky Slough A"
"375",308110,"11/30/2011","Chum Salmon",2011,555,1,"Sky Slough A"
"376",308111,"12/08/2011","Chum Salmon",2011,331,388,"Sky Slough A"
"377",308111,"12/08/2011","Coho Salmon",2011,7,2,"Sky Slough A"
"378",308112,"12/13/2011","Chum Salmon",2011,33,385,"Sky Slough A"
"379",308112,"12/13/2011","Coho Salmon",2011,4,8,"Sky Slough A"
"380",308113,"12/14/2011","Chum Salmon",2011,NA,240,"Sky Slough A"
"381",308114,"12/16/2011","Chum Salmon",2011,NA,100,"Sky Slough A"
"382",308115,"12/23/2011","Chum Salmon",2011,1,558,"Sky Slough A"
"383",308115,"12/23/2011","Coho Salmon",2011,0,8,"Sky Slough A"
"384",308116,"01/04/2012","Chum Salmon",2011,0,5,"Sky Slough A"
"385",308116,"01/04/2012","Coho Salmon",2011,2,3,"Sky Slough A"
"386",308117,"11/28/2011","Chum Salmon",2011,NA,NA,"Sky Slough B"
"387",308118,"11/30/2011","Chum Salmon",2011,30,3,"Sky Slough B"
"388",308118,"11/30/2011","Coho Salmon",2011,16,0,"Sky Slough B"
"389",308119,"12/08/2011","Chum Salmon",2011,82,31,"Sky Slough B"
"390",308119,"12/08/2011","Coho Salmon",2011,0,2,"Sky Slough B"
"391",308120,"12/13/2011","Chum Salmon",2011,5,85,"Sky Slough B"
"392",308120,"12/13/2011","Coho Salmon",2011,8,5,"Sky Slough B"
"393",308121,"12/23/2011","Chum Salmon",2011,0,90,"Sky Slough B"
"394",308121,"12/23/2011","Coho Salmon",2011,0,5,"Sky Slough B"
"395",308122,"01/04/2012","Chum Salmon",2011,0,3,"Sky Slough B"
"396",308123,"11/28/2011","Chum Salmon",2011,NA,NA,"Sky Slough C"
"397",308124,"11/30/2011","Chum Salmon",2011,61,3,"Sky Slough C"
"398",308124,"11/30/2011","Coho Salmon",2011,0,1,"Sky Slough C"
"399",308125,"12/08/2011","Chum Salmon",2011,73,42,"Sky Slough C"
"400",308126,"12/13/2011","Chum Salmon",2011,4,51,"Sky Slough C"
"401",308127,"12/23/2011","Chum Salmon",2011,0,76,"Sky Slough C"
"402",308128,"01/04/2012","Chum Salmon",2011,0,0,"Sky Slough C"
"403",308128,"01/04/2012","Coho Salmon",2011,4,2,"Sky Slough C"
"404",308129,"11/30/2011","Chum Salmon",2011,10,0,"Sky Slough D"
"405",308130,"12/08/2011","Chum Salmon",2011,0,0,"Sky Slough D"
"406",308131,"12/13/2011","Chum Salmon",2011,0,0,"Sky Slough D"
"407",308132,"12/23/2011","Chum Salmon",2011,0,0,"Sky Slough D"
"408",308133,"01/04/2012","Chum Salmon",2011,0,0,"Sky Slough D"
"409",308239,"11/28/2011","Chum Salmon",2011,NA,NA,"Sky Slough D"
"410",308245,"01/11/2012","Chum Salmon",2011,1,75,"Sky Slough (LB)"
"411",308245,"01/11/2012","Coho Salmon",2011,3,4,"Sky Slough (LB)"
"412",341796,"10/29/2012","Coho Salmon",2012,NA,NA,"Sky Slough (LB)"
"413",341796,"10/29/2012","Chum Salmon",2012,NA,NA,"Sky Slough (LB)"
"414",341797,"11/06/2012","Coho Salmon",2012,0,0,"Sky Slough (LB)"
"415",341797,"11/06/2012","Chum Salmon",2012,487,44,"Sky Slough (LB)"
"416",341799,"11/13/2012","Coho Salmon",2012,0,0,"Sky Slough (LB)"
"417",341833,"11/19/2012","Chum Salmon",2012,NA,NA,"Sky Slough D"
"418",341799,"11/13/2012","Chum Salmon",2012,563,337,"Sky Slough (LB)"
"419",341801,"11/19/2012","Coho Salmon",2012,NA,NA,"Sky Slough (LB)"
"420",341801,"11/19/2012","Chum Salmon",2012,NA,NA,"Sky Slough (LB)"
"421",341802,"11/26/2012","Coho Salmon",2012,0,0,"Sky Slough (LB)"
"422",341802,"11/26/2012","Chum Salmon",2012,250,240,"Sky Slough (LB)"
"423",341805,"10/29/2012","Chum Salmon",2012,NA,NA,"Sky Slough A"
"424",341807,"11/02/2012","Chum Salmon",2012,60,0,"Sky Slough A"
"425",341807,"11/02/2012","Coho Salmon",2012,11,0,"Sky Slough A"
"426",341809,"11/06/2012","Chum Salmon",2012,36,0,"Sky Slough A"
"427",341809,"11/06/2012","Coho Salmon",2012,27,0,"Sky Slough A"
"428",341810,"11/14/2012","Chum Salmon",2012,88,32,"Sky Slough A"
"429",341810,"11/14/2012","Coho Salmon",2012,8,3,"Sky Slough A"
"430",341812,"11/19/2012","Chum Salmon",2012,NA,NA,"Sky Slough A"
"431",341813,"11/26/2012","Chum Salmon",2012,160,20,"Sky Slough A"
"432",341813,"11/26/2012","Coho Salmon",2012,17,2,"Sky Slough A"
"433",341815,"10/29/2012","Chum Salmon",2012,NA,NA,"Sky Slough B"
"434",341816,"11/02/2012","Chum Salmon",2012,0,0,"Sky Slough B"
"435",341816,"11/02/2012","Coho Salmon",2012,8,0,"Sky Slough B"
"436",341817,"11/06/2012","Chum Salmon",2012,0,0,"Sky Slough B"
"437",341817,"11/06/2012","Coho Salmon",2012,24,0,"Sky Slough B"
"438",341818,"11/14/2012","Chum Salmon",2012,3,0,"Sky Slough B"
"439",341818,"11/14/2012","Coho Salmon",2012,0,3,"Sky Slough B"
"440",341819,"11/19/2012","Chum Salmon",2012,NA,NA,"Sky Slough B"
"441",341820,"11/26/2012","Chum Salmon",2012,19,3,"Sky Slough B"
"442",341820,"11/26/2012","Coho Salmon",2012,9,1,"Sky Slough B"
"443",341821,"10/29/2012","Chum Salmon",2012,NA,NA,"Sky Slough C"
"444",341822,"11/02/2012","Chum Salmon",2012,0,0,"Sky Slough C"
"445",341823,"11/06/2012","Chum Salmon",2012,0,0,"Sky Slough C"
"446",341824,"11/14/2012","Chum Salmon",2012,0,0,"Sky Slough C"
"447",341825,"11/19/2012","Chum Salmon",2012,NA,NA,"Sky Slough C"
"448",341826,"11/26/2012","Chum Salmon",2012,16,2,"Sky Slough C"
"449",341828,"10/29/2012","Chum Salmon",2012,NA,NA,"Sky Slough D"
"450",341829,"11/02/2012","Chum Salmon",2012,0,0,"Sky Slough D"
"451",341830,"11/06/2012","Chum Salmon",2012,0,0,"Sky Slough D"
"452",341831,"11/14/2012","Chum Salmon",2012,0,0,"Sky Slough D"
"453",341834,"11/26/2012","Chum Salmon",2012,0,0,"Sky Slough D"
"454",342185,"12/04/2012","Chum Salmon",2012,NA,NA,"Sky Slough (LB)"
"455",342186,"12/11/2012","Chum Salmon",2012,117,405,"Sky Slough (LB)"
"456",342186,"12/11/2012","Coho Salmon",2012,23,3,"Sky Slough (LB)"
"457",342187,"12/21/2012","Chum Salmon",2012,0,158,"Sky Slough (LB)"
"458",342187,"12/21/2012","Coho Salmon",2012,0,1,"Sky Slough (LB)"
"459",342197,"12/04/2012","Chum Salmon",2012,NA,NA,"Sky Slough A"
"460",342198,"12/11/2012","Chum Salmon",2012,16,96,"Sky Slough A"
"461",342198,"12/11/2012","Coho Salmon",2012,10,0,"Sky Slough A"
"462",342199,"12/21/2012","Chum Salmon",2012,0,46,"Sky Slough A"
"463",342199,"12/21/2012","Coho Salmon",2012,0,8,"Sky Slough A"
"464",342243,"12/27/2012","Chum Salmon",2012,1,254,"Sky Slough (LB)"
"465",342243,"12/27/2012","Coho Salmon",2012,0,2,"Sky Slough (LB)"
"466",342244,"12/27/2012","Chum Salmon",2012,0,64,"Sky Slough A"
"467",342244,"12/27/2012","Coho Salmon",2012,1,5,"Sky Slough A"
"468",342245,"11/21/2012","Chum Salmon",2012,NA,15,"Sky Slough A"
"469",342246,"12/04/2012","Chum Salmon",2012,NA,NA,"Sky Slough B"
"470",342247,"12/11/2012","Chum Salmon",2012,15,25,"Sky Slough B"
"471",342248,"12/21/2012","Chum Salmon",2012,0,11,"Sky Slough B"
"472",342248,"12/21/2012","Coho Salmon",2012,0,2,"Sky Slough B"
"473",342249,"12/27/2012","Chum Salmon",2012,0,9,"Sky Slough B"
"474",342249,"12/27/2012","Coho Salmon",2012,0,1,"Sky Slough B"
"475",342250,"12/04/2012","Chum Salmon",2012,NA,NA,"Sky Slough C"
"476",342251,"12/11/2012","Chum Salmon",2012,2,36,"Sky Slough C"
"477",342251,"12/11/2012","Coho Salmon",2012,1,2,"Sky Slough C"
"478",342339,"12/21/2012","Chum Salmon",2012,0,13,"Sky Slough C"
"479",342341,"12/27/2012","Chum Salmon",2012,0,26,"Sky Slough C"
"480",342343,"12/04/2012","Chum Salmon",2012,NA,NA,"Sky Slough D"
"481",342344,"12/11/2012","Chum Salmon",2012,0,0,"Sky Slough D"
"482",342345,"12/21/2012","Chum Salmon",2012,0,2,"Sky Slough D"
"483",342346,"12/27/2012","Chum Salmon",2012,0,0,"Sky Slough D"
"484",363329,"11/14/2013","Chum Salmon",2013,360,49,"Sky Slough (LB)"
"485",363329,"11/14/2013","Coho Salmon",2013,6,0,"Sky Slough (LB)"
"486",363329,"11/14/2013","Pink Salmon",2013,0,200,"Sky Slough (LB)"
"487",363330,"11/14/2013","Chum Salmon",2013,19,1,"Sky Slough A"
"488",363330,"11/14/2013","Coho Salmon",2013,4,0,"Sky Slough A"
"489",363330,"11/14/2013","Pink Salmon",2013,0,100,"Sky Slough A"
"490",363331,"11/14/2013","Chum Salmon",2013,11,0,"Sky Slough B"
"491",363331,"11/14/2013","Pink Salmon",2013,0,50,"Sky Slough B"
"492",363332,"11/14/2013","Chum Salmon",2013,0,0,"Sky Slough C"
"493",363332,"11/14/2013","Pink Salmon",2013,0,25,"Sky Slough C"
"494",363333,"11/14/2013","Chum Salmon",2013,0,0,"Sky Slough D"
"495",363333,"11/14/2013","Pink Salmon",2013,0,25,"Sky Slough D"
"496",365015,"11/21/2013","Chum Salmon",2013,412,96,"Sky Slough (LB)"
"497",365015,"11/21/2013","Coho Salmon",2013,0,0,"Sky Slough (LB)"
"498",365016,"11/26/2013","Chum Salmon",2013,382,280,"Sky Slough (LB)"
"499",365016,"11/26/2013","Coho Salmon",2013,0,0,"Sky Slough (LB)"
"500",365017,"12/05/2013","Chum Salmon",2013,96,219,"Sky Slough (LB)"
"501",365017,"12/05/2013","Coho Salmon",2013,1,0,"Sky Slough (LB)"
"502",365018,"11/21/2013","Chum Salmon",2013,61,3,"Sky Slough A"
"503",365018,"11/21/2013","Coho Salmon",2013,3,0,"Sky Slough A"
"504",365019,"11/30/2013","Chum Salmon",2013,100,21,"Sky Slough A"
"505",365019,"11/30/2013","Coho Salmon",2013,0,4,"Sky Slough A"
"506",365020,"12/05/2013","Chum Salmon",2013,24,21,"Sky Slough A"
"507",365020,"12/05/2013","Coho Salmon",2013,3,0,"Sky Slough A"
"508",365021,"11/21/2013","Chum Salmon",2013,4,0,"Sky Slough B"
"509",365021,"11/21/2013","Coho Salmon",2013,1,0,"Sky Slough B"
"510",365022,"11/26/2013","Chum Salmon",2013,0,10,"Sky Slough B"
"511",365023,"12/05/2013","Chum Salmon",2013,6,4,"Sky Slough B"
"512",365023,"12/05/2013","Coho Salmon",2013,2,0,"Sky Slough B"
"513",365024,"11/21/2013","Chum Salmon",2013,49,0,"Sky Slough C"
"514",365024,"11/21/2013","Coho Salmon",2013,5,0,"Sky Slough C"
"515",365025,"11/26/2013","Chum Salmon",2013,32,14,"Sky Slough C"
"516",365025,"11/26/2013","Coho Salmon",2013,6,1,"Sky Slough C"
"517",365026,"12/05/2013","Chum Salmon",2013,26,18,"Sky Slough C"
"518",365026,"12/05/2013","Coho Salmon",2013,5,1,"Sky Slough C"
"519",365027,"11/21/2013","Chum Salmon",2013,0,0,"Sky Slough D"
"520",365028,"11/26/2013","Chum Salmon",2013,0,0,"Sky Slough D"
"521",365029,"12/05/2013","Chum Salmon",2013,0,0,"Sky Slough D"
"522",365423,"12/12/2013","Coho Salmon",2013,2,0,"Sky Slough (LB)"
"523",365423,"12/12/2013","Chum Salmon",2013,59,308,"Sky Slough (LB)"
"524",365424,"12/19/2013","Chum Salmon",2013,1,319,"Sky Slough (LB)"
"525",365424,"12/19/2013","Coho Salmon",2013,0,0,"Sky Slough (LB)"
"526",365425,"12/12/2013","Chum Salmon",2013,4,20,"Sky Slough A"
"527",365426,"12/19/2013","Chum Salmon",2013,0,28,"Sky Slough A"
"528",365426,"12/19/2013","Coho Salmon",2013,0,1,"Sky Slough A"
"529",365427,"12/12/2013","Chum Salmon",2013,0,13,"Sky Slough B"
"530",365428,"12/19/2013","Chum Salmon",2013,0,21,"Sky Slough B"
"531",365429,"12/12/2013","Chum Salmon",2013,6,33,"Sky Slough C"
"532",365430,"12/19/2013","Chum Salmon",2013,0,37,"Sky Slough C"
"533",365431,"12/12/2013","Chum Salmon",2013,0,0,"Sky Slough D"
"534",365432,"12/19/2013","Chum Salmon",2013,0,0,"Sky Slough D"
"535",366270,"12/27/2013","Chum Salmon",2013,0,273,"Sky Slough (LB)"
"536",366270,"12/27/2013","Coho Salmon",2013,0,0,"Sky Slough (LB)"
"537",366271,"12/27/2013","Chum Salmon",2013,0,18,"Sky Slough A"
"538",366271,"12/27/2013","Coho Salmon",2013,2,0,"Sky Slough A"
"539",366272,"12/27/2013","Chum Salmon",2013,0,15,"Sky Slough B"
"540",366273,"12/27/2013","Chum Salmon",2013,0,13,"Sky Slough C"
"541",366274,"12/27/2013","Chum Salmon",2013,0,0,"Sky Slough D"
"542",389950,"10/30/2014","Chum Salmon",2014,324,7,"Sky Slough (LB)"
"543",389950,"10/30/2014","Sockeye Salmon",2014,3,0,"Sky Slough (LB)"
"544",389950,"10/30/2014","Coho Salmon",2014,0,0,"Sky Slough (LB)"
"545",389951,"11/06/2014","Chum Salmon",2014,NA,NA,"Sky Slough (LB)"
"546",389951,"11/06/2014","Coho Salmon",2014,NA,NA,"Sky Slough (LB)"
"547",389952,"11/10/2014","Chum Salmon",2014,513,148,"Sky Slough (LB)"
"548",389952,"11/10/2014","Coho Salmon",2014,0,0,"Sky Slough (LB)"
"549",389961,"10/30/2014","Chum Salmon",2014,4,0,"Sky Slough A"
"550",389962,"11/06/2014","Chum Salmon",2014,13,1,"Sky Slough A"
"551",389963,"11/13/2014","Chum Salmon",2014,103,5,"Sky Slough A"
"552",389964,"10/30/2014","Chum Salmon",2014,0,0,"Sky Slough B"
"553",389965,"11/06/2014","Chum Salmon",2014,10,0,"Sky Slough B"
"554",389966,"11/13/2014","Chum Salmon",2014,0,0,"Sky Slough B"
"555",389967,"10/30/2014","Chum Salmon",2014,NA,NA,"Sky Slough C"
"556",389968,"11/06/2014","Chum Salmon",2014,0,1,"Sky Slough C"
"557",389968,"11/06/2014","Coho Salmon",2014,5,0,"Sky Slough C"
"558",389969,"11/13/2014","Chum Salmon",2014,2,0,"Sky Slough C"
"559",389970,"10/30/2014","Chum Salmon",2014,0,0,"Sky Slough D"
"560",389971,"11/06/2014","Chum Salmon",2014,0,0,"Sky Slough D"
"561",389972,"11/13/2014","Chum Salmon",2014,0,0,"Sky Slough D"
"562",392162,"11/17/2014","Chum Salmon",2014,498,417,"Sky Slough (LB)"
"563",392162,"11/17/2014","Coho Salmon",2014,0,0,"Sky Slough (LB)"
"564",392163,"11/25/2014","Chum Salmon",2014,204,278,"Sky Slough (LB)"
"565",392163,"11/25/2014","Coho Salmon",2014,0,0,"Sky Slough (LB)"
"566",392164,"12/04/2014","Chum Salmon",2014,96,50,"Sky Slough (LB)"
"567",392164,"12/04/2014","Coho Salmon",2014,0,0,"Sky Slough (LB)"
"568",392165,"12/16/2014","Chum Salmon",2014,58,95,"Sky Slough (LB)"
"569",392166,"12/24/2014","Chum Salmon",2014,NA,NA,"Sky Slough (LB)"
"570",392166,"12/24/2014","Coho Salmon",2014,NA,NA,"Sky Slough (LB)"
"571",392167,"12/31/2014","Chum Salmon",2014,0,29,"Sky Slough (LB)"
"572",392167,"12/31/2014","Coho Salmon",2014,0,0,"Sky Slough (LB)"
"573",392174,"11/21/2014","Chum Salmon",2014,20,47,"Sky Slough A"
"574",392175,"12/04/2014","Chum Salmon",2014,19,7,"Sky Slough A"
"575",392176,"12/16/2014","Chum Salmon",2014,9,2,"Sky Slough A"
"576",392177,"12/24/2014","Chum Salmon",2014,NA,NA,"Sky Slough A"
"577",392178,"12/31/2014","Chum Salmon",2014,0,0,"Sky Slough A"
"578",392179,"11/21/2014","Chum Salmon",2014,0,3,"Sky Slough B"
"579",392180,"12/04/2014","Chum Salmon",2014,27,4,"Sky Slough B"
"580",392181,"12/16/2014","Chum Salmon",2014,0,13,"Sky Slough B"
"581",392182,"12/31/2014","Chum Salmon",2014,0,2,"Sky Slough B"
"582",392183,"11/21/2014","Chum Salmon",2014,0,3,"Sky Slough C"
"583",392184,"12/04/2014","Chum Salmon",2014,42,13,"Sky Slough C"
"584",392185,"12/16/2014","Chum Salmon",2014,0,16,"Sky Slough C"
"585",392186,"12/31/2014","Chum Salmon",2014,0,17,"Sky Slough C"
"586",392187,"11/21/2014","Chum Salmon",2014,0,0,"Sky Slough D"
"587",392187,"11/21/2014","Coho Salmon",2014,0,1,"Sky Slough D"
"588",392188,"12/04/2014","Chum Salmon",2014,0,0,"Sky Slough D"
"589",392189,"12/16/2014","Chum Salmon",2014,0,0,"Sky Slough D"
"590",392190,"12/31/2014","Chum Salmon",2014,0,0,"Sky Slough D"
"591",410756,"10/23/2015","Chum Salmon",2015,NA,NA,"Sky Slough A"
"592",410757,"10/29/2015","Chum Salmon",2015,NA,NA,"Sky Slough A"
"593",410758,"11/06/2015","Chum Salmon",2015,7,0,"Sky Slough A"
"594",410759,"11/06/2015","Chum Salmon",2015,0,0,"Sky Slough B"
"595",410760,"11/06/2015","Chum Salmon",2015,0,0,"Sky Slough C"
"596",410798,"11/06/2015","Chum Salmon",2015,0,0,"Sky Slough D"
"597",410805,"10/20/2015","Chum Salmon",2015,1,0,"Sky Slough (LB)"
"598",410805,"10/20/2015","Coho Salmon",2015,0,0,"Sky Slough (LB)"
"599",410806,"10/29/2015","Chum Salmon",2015,8,0,"Sky Slough (LB)"
"600",410807,"11/06/2015","Chum Salmon",2015,28,0,"Sky Slough (LB)"
"601",410807,"11/06/2015","Coho Salmon",2015,0,0,"Sky Slough (LB)"
"602",411259,"11/23/2015","Chum Salmon",2015,18,8,"Sky Slough (LB)"
"603",411259,"11/23/2015","Coho Salmon",2015,0,0,"Sky Slough (LB)"
"604",411260,"11/30/2015","Chum Salmon",2015,85,26,"Sky Slough (LB)"
"605",411260,"11/30/2015","Coho Salmon",2015,0,0,"Sky Slough (LB)"
"606",411261,"11/23/2015","Chum Salmon",2015,8,3,"Sky Slough A"
"607",411263,"11/30/2015","Chum Salmon",2015,37,11,"Sky Slough A"
"608",411264,"11/23/2015","Chum Salmon",2015,0,0,"Sky Slough B"
"609",411266,"11/30/2015","Chum Salmon",2015,0,0,"Sky Slough B"
"610",411267,"11/23/2015","Chum Salmon",2015,81,6,"Sky Slough C"
"611",411268,"11/30/2015","Chum Salmon",2015,11,79,"Sky Slough C"
"612",411269,"11/23/2015","Chum Salmon",2015,NA,NA,"Sky Slough D"
"613",411271,"11/30/2015","Chum Salmon",2015,NA,NA,"Sky Slough D"
"614",411823,"12/09/2015","Chum Salmon",2015,NA,NA,"Sky Slough A"
"615",411824,"12/09/2015","Chum Salmon",2015,NA,NA,"Sky Slough (LB)"
"616",411950,"12/15/2015","Chum Salmon",2015,0,18,"Sky Slough A"
"617",411951,"12/15/2015","Chum Salmon",2015,0,7,"Sky Slough B"
"618",411952,"12/15/2015","Chum Salmon",2015,0,23,"Sky Slough C"
"619",411953,"12/15/2015","Chum Salmon",2015,0,3,"Sky Slough D"
"620",411954,"12/15/2015","Chum Salmon",2015,0,57,"Sky Slough (LB)"
"621",411954,"12/15/2015","Coho Salmon",2015,0,0,"Sky Slough (LB)"
"622",411963,"12/21/2015","Chum Salmon",2015,0,39,"Sky Slough (LB)"
"623",411963,"12/21/2015","Coho Salmon",2015,0,0,"Sky Slough (LB)"
"624",411964,"12/22/2015","Chum Salmon",2015,0,6,"Sky Slough A"
"625",411965,"12/22/2015","Chum Salmon",2015,0,3,"Sky Slough B"
"626",411966,"12/22/2015","Chum Salmon",2015,0,11,"Sky Slough C"
"627",411967,"12/22/2015","Chum Salmon",2015,0,0,"Sky Slough D"
"628",412269,"12/04/2015","Chum Salmon",2015,91,45,"Sky Slough (LB)"
"629",412272,"12/04/2015","Chum Salmon",2015,25,43,"Sky Slough A"
"630",412272,"12/04/2015","Coho Salmon",2015,2,0,"Sky Slough A"
"631",412275,"12/04/2015","Chum Salmon",2015,0,11,"Sky Slough B"
"632",412276,"12/04/2015","Chum Salmon",2015,0,74,"Sky Slough C"
"633",412277,"12/04/2015","Chum Salmon",2015,0,0,"Sky Slough D"
"634",445435,"10/26/2016","Chum Salmon",2016,12,0,"Sky Slough A"
"635",445436,"11/03/2016","Chum Salmon",2016,37,2,"Sky Slough A"
"636",445437,"11/07/2016","Chum Salmon",2016,84,22,"Sky Slough A"
"637",445437,"11/07/2016","Coho Salmon",2016,0,1,"Sky Slough A"
"638",445438,"11/15/2016","Chum Salmon",2016,NA,NA,"Sky Slough A"
"639",445439,"11/21/2016","Chum Salmon",2016,76,116,"Sky Slough A"
"640",445440,"11/28/2016","Chum Salmon",2016,45,196,"Sky Slough A"
"641",445441,"12/05/2016","Chum Salmon",2016,9,124,"Sky Slough A"
"642",445442,"12/13/2016","Chum Salmon",2016,3,138,"Sky Slough A"
"643",445443,"10/26/2016","Chum Salmon",2016,0,0,"Sky Slough B"
"644",445444,"11/03/2016","Chum Salmon",2016,NA,NA,"Sky Slough B"
"645",445445,"11/07/2016","Chum Salmon",2016,7,1,"Sky Slough B"
"646",445446,"11/21/2016","Chum Salmon",2016,3,6,"Sky Slough B"
"647",445447,"11/28/2016","Chum Salmon",2016,6,7,"Sky Slough B"
"648",445448,"12/05/2016","Chum Salmon",2016,0,6,"Sky Slough B"
"649",445449,"12/13/2016","Chum Salmon",2016,4,18,"Sky Slough B"
"650",445450,"10/26/2016","Chum Salmon",2016,0,0,"Sky Slough C"
"651",445451,"11/03/2016","Chum Salmon",2016,14,4,"Sky Slough C"
"652",445452,"11/07/2016","Chum Salmon",2016,18,10,"Sky Slough C"
"653",445453,"11/21/2016","Chum Salmon",2016,27,52,"Sky Slough C"
"654",445454,"11/28/2016","Chum Salmon",2016,41,75,"Sky Slough C"
"655",445455,"12/05/2016","Chum Salmon",2016,10,84,"Sky Slough C"
"656",445456,"12/13/2016","Chum Salmon",2016,7,99,"Sky Slough C"
"657",445457,"10/26/2016","Chum Salmon",2016,0,1,"Sky Slough D"
"658",445458,"11/03/2016","Chum Salmon",2016,NA,NA,"Sky Slough D"
"659",445459,"11/07/2016","Chum Salmon",2016,0,0,"Sky Slough D"
"660",445460,"11/21/2016","Chum Salmon",2016,0,0,"Sky Slough D"
"661",445461,"11/28/2016","Chum Salmon",2016,0,0,"Sky Slough D"
"662",445462,"12/05/2016","Chum Salmon",2016,0,0,"Sky Slough D"
"663",445463,"12/13/2016","Chum Salmon",2016,0,0,"Sky Slough D"
"664",445477,"10/26/2016","Chum Salmon",2016,56,3,"Sky Slough (LB)"
"665",445477,"10/26/2016","Coho Salmon",2016,NA,NA,"Sky Slough (LB)"
"666",445478,"11/03/2016","Chum Salmon",2016,NA,NA,"Sky Slough (LB)"
"667",445478,"11/03/2016","Coho Salmon",2016,NA,NA,"Sky Slough (LB)"
"668",445479,"11/07/2016","Chum Salmon",2016,131,18,"Sky Slough (LB)"
"669",445479,"11/07/2016","Coho Salmon",2016,0,0,"Sky Slough (LB)"
"670",445480,"11/15/2016","Chum Salmon",2016,NA,NA,"Sky Slough (LB)"
"671",445480,"11/15/2016","Coho Salmon",2016,NA,NA,"Sky Slough (LB)"
"672",445481,"11/21/2016","Chum Salmon",2016,68,263,"Sky Slough (LB)"
"673",445481,"11/21/2016","Coho Salmon",2016,0,0,"Sky Slough (LB)"
"674",445482,"11/28/2016","Chum Salmon",2016,68,179,"Sky Slough (LB)"
"675",445482,"11/28/2016","Coho Salmon",2016,0,0,"Sky Slough (LB)"
"676",445483,"12/05/2016","Chum Salmon",2016,36,79,"Sky Slough (LB)"
"677",445483,"12/05/2016","Coho Salmon",2016,0,0,"Sky Slough (LB)"
"678",445484,"12/13/2016","Chum Salmon",2016,33,88,"Sky Slough (LB)"
"679",445484,"12/13/2016","Coho Salmon",2016,0,0,"Sky Slough (LB)"
"680",445806,"12/20/2016","Chum Salmon",2016,0,133,"Sky Slough A"
"681",445807,"12/20/2016","Chum Salmon",2016,0,23,"Sky Slough B"
"682",445808,"12/20/2016","Chum Salmon",2016,0,101,"Sky Slough C"
"683",445810,"12/20/2016","Chum Salmon",2016,0,0,"Sky Slough D"
"684",445811,"12/20/2016","Chum Salmon",2016,0,131,"Sky Slough (LB)"
"685",445811,"12/20/2016","Coho Salmon",2016,0,0,"Sky Slough (LB)"
"686",492687,"11/13/2017","Chum Salmon",2017,0,0,"Sky Slough A"
"687",492688,"11/20/2017","Chum Salmon",2017,1,0,"Sky Slough A"
"688",492689,"11/29/2017","Chum Salmon",2017,25,6,"Sky Slough A"
"689",492690,"11/13/2017","Chum Salmon",2017,0,0,"Sky Slough B"
"690",492691,"11/20/2017","Chum Salmon",2017,0,0,"Sky Slough B"
"691",492692,"11/29/2017","Chum Salmon",2017,0,0,"Sky Slough B"
"692",492693,"11/13/2017","Chum Salmon",2017,0,0,"Sky Slough C"
"693",492694,"11/20/2017","Chum Salmon",2017,0,0,"Sky Slough C"
"694",492695,"11/29/2017","Chum Salmon",2017,17,5,"Sky Slough C"
"695",492696,"11/13/2017","Chum Salmon",2017,0,0,"Sky Slough D"
