"","SurveyID","SurveyDate","StreamName","SpeciesAbbr","LiveTotal","RunYear"
"727",297041,"11/03/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2011
"728",297042,"11/03/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2011
"729",297043,"11/03/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2011
"730",297044,"11/03/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2011
"731",297045,"11/03/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2011
"732",297046,"11/03/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2011
"733",297047,"11/03/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2011
"734",297048,"11/03/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2011
"735",297049,"11/03/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2011
"736",308127,"12/23/2011","Sky Slough C","COHO",0,2011
"737",308110,"11/30/2011","Sky Slough A","COHO",6,2011
"738",308109,"11/28/2011","Sky Slough A","CHUM",NA,2011
"739",308110,"11/30/2011","Sky Slough A","CHUM",555,2011
"740",308111,"12/08/2011","Sky Slough A","CHUM",331,2011
"741",308111,"12/08/2011","Sky Slough A","COHO",7,2011
"742",308112,"12/13/2011","Sky Slough A","CHUM",33,2011
"743",308112,"12/13/2011","Sky Slough A","COHO",4,2011
"744",308113,"12/14/2011","Sky Slough A","CHUM",NA,2011
"745",308114,"12/16/2011","Sky Slough A","CHUM",NA,2011
"746",308115,"12/23/2011","Sky Slough A","CHUM",1,2011
"747",308115,"12/23/2011","Sky Slough A","COHO",0,2011
"748",308116,"01/04/2012","Sky Slough A","CHUM",0,2011
"749",308116,"01/04/2012","Sky Slough A","COHO",2,2011
"750",308117,"11/28/2011","Sky Slough B","CHUM",NA,2011
"751",308118,"11/30/2011","Sky Slough B","CHUM",30,2011
"752",308118,"11/30/2011","Sky Slough B","COHO",16,2011
"753",308119,"12/08/2011","Sky Slough B","CHUM",82,2011
"754",308119,"12/08/2011","Sky Slough B","COHO",0,2011
"755",308120,"12/13/2011","Sky Slough B","CHUM",5,2011
"756",308120,"12/13/2011","Sky Slough B","COHO",8,2011
"757",308121,"12/23/2011","Sky Slough B","CHUM",0,2011
"758",308121,"12/23/2011","Sky Slough B","COHO",0,2011
"759",308122,"01/04/2012","Sky Slough B","CHUM",0,2011
"760",308123,"11/28/2011","Sky Slough C","CHUM",NA,2011
"761",308124,"11/30/2011","Sky Slough C","CHUM",61,2011
"762",308124,"11/30/2011","Sky Slough C","COHO",0,2011
"763",308125,"12/08/2011","Sky Slough C","CHUM",73,2011
"764",308126,"12/13/2011","Sky Slough C","CHUM",4,2011
"765",308127,"12/23/2011","Sky Slough C","CHUM",0,2011
"766",308128,"01/04/2012","Sky Slough C","CHUM",0,2011
"767",308128,"01/04/2012","Sky Slough C","COHO",4,2011
"768",308141,"11/22/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"769",308142,"11/10/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"770",308143,"11/16/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"771",308143,"11/16/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",2,2011
"772",308144,"11/28/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"773",308144,"11/28/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",8,2011
"774",308145,"12/08/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"775",308146,"12/14/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"776",308146,"12/14/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",0,2011
"777",308147,"12/21/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"778",308147,"12/21/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",0,2011
"779",308148,"12/29/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"780",308149,"01/04/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"781",308149,"01/04/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",13,2011
"782",308150,"11/22/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"783",308151,"11/02/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"784",308152,"11/10/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",32,2011
"785",308153,"11/16/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"786",308154,"12/01/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",8,2011
"787",308155,"12/06/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",64,2011
"788",308156,"12/09/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",53,2011
"789",308157,"12/14/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",44,2011
"790",308158,"12/21/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",64,2011
"791",308159,"12/29/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"792",308160,"01/04/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"793",308161,"11/23/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"794",308162,"12/01/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"795",308163,"12/06/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",10,2011
"796",308164,"12/09/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",9,2011
"797",308165,"12/15/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",5,2011
"798",308166,"12/20/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"799",308167,"12/29/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"800",308168,"11/23/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"801",308169,"12/01/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",137,2011
"802",308170,"12/06/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",152,2011
"803",308171,"12/09/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",205,2011
"804",308172,"12/15/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",134,2011
"805",308173,"12/22/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",92,2011
"806",308174,"12/29/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"807",308175,"11/23/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"808",308176,"12/01/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",317,2011
"809",308176,"12/01/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",0,2011
"810",308177,"12/06/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",243,2011
"811",308178,"12/09/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",108,2011
"812",308179,"12/15/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",60,2011
"813",308180,"12/22/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",59,2011
"814",308181,"12/29/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"815",308182,"01/04/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",16,2011
"816",308183,"11/23/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"817",308184,"12/01/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",197,2011
"818",308184,"12/01/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",3,2011
"819",308185,"12/06/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",161,2011
"820",308186,"12/09/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",121,2011
"821",308187,"12/15/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",65,2011
"822",308188,"12/22/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",49,2011
"823",308188,"12/22/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",0,2011
"824",308189,"12/29/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"825",308190,"11/23/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"826",308191,"12/01/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",6,2011
"827",308192,"12/06/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",14,2011
"828",308193,"12/09/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",36,2011
"829",308194,"12/15/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",113,2011
"830",308195,"12/22/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",141,2011
"831",308195,"12/22/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",0,2011
"832",308196,"12/29/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"833",308197,"12/01/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",48,2011
"834",308198,"12/06/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",125,2011
"835",308199,"12/09/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",83,2011
"836",308200,"12/15/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",179,2011
"837",308201,"12/22/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",129,2011
"838",308202,"12/29/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"839",308203,"12/06/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",10,2011
"840",308204,"12/06/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"841",308205,"12/06/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"842",308206,"12/15/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",100,2011
"843",308207,"12/22/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"844",308208,"11/02/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"845",308209,"11/10/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",21,2011
"846",308210,"11/23/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"847",308211,"12/01/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",33,2011
"848",308212,"12/06/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",19,2011
"849",308212,"12/06/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",0,2011
"850",308213,"12/09/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",13,2011
"851",308214,"12/15/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",10,2011
"852",308215,"12/22/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",1,2011
"853",308216,"12/29/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",NA,2011
"854",308242,"01/11/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"855",308244,"01/11/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"856",308244,"01/11/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",1,2011
"857",308246,"01/11/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",6,2011
"858",308274,"01/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"859",308275,"01/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"860",308276,"01/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"861",308277,"01/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"862",308277,"01/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",1,2011
"863",308278,"01/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"864",308279,"01/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"865",308287,"11/02/2011","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHUM",0,2011
"866",340280,"09/11/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"867",340280,"09/11/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","SOCK",0,2012
"868",340281,"09/11/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"869",340282,"09/11/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"870",340283,"09/11/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"871",340303,"09/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"872",340303,"09/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",10,2012
"873",340304,"09/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"874",340304,"09/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",20,2012
"875",340305,"09/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"876",340305,"09/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",20,2012
"877",340306,"09/13/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"878",340306,"09/13/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",40,2012
"879",340307,"09/13/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",1,2012
"880",340308,"09/14/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",1,2012
"881",340309,"09/13/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"882",340310,"09/13/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",4,2012
"883",340311,"09/13/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",24,2012
"884",340338,"09/18/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"885",340338,"09/18/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",200,2012
"886",340339,"09/18/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"887",340339,"09/18/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",20,2012
"888",340340,"09/18/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",3,2012
"889",340340,"09/18/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",40,2012
"890",340341,"09/18/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"891",340341,"09/18/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",100,2012
"892",340342,"09/18/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",2,2012
"893",340342,"09/18/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",30,2012
"894",340344,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"895",340344,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",30,2012
"896",340345,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",2,2012
"897",340345,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",30,2012
"898",340346,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"899",340346,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",150,2012
"900",340347,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"901",340347,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",5,2012
"902",340367,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"903",340372,"09/24/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"904",340372,"09/24/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",5,2012
"905",340373,"09/24/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"906",340373,"09/24/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",300,2012
"907",340374,"09/24/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"908",340374,"09/24/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",150,2012
"909",340375,"09/24/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"910",340375,"09/24/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",70,2012
"911",340376,"09/24/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",2,2012
"912",340376,"09/24/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",320,2012
"913",340377,"09/26/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"914",340378,"09/26/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",1,2012
"915",340378,"09/26/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",15,2012
"916",340379,"09/26/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",5,2012
"917",340380,"09/26/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",18,2012
"918",340381,"09/25/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",9,2012
"919",340381,"09/25/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",5,2012
"920",340382,"09/25/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",5,2012
"921",340383,"09/26/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",5,2012
"922",340384,"09/25/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"923",340385,"09/25/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",4,2012
"924",340386,"09/25/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",4,2012
"925",340387,"09/25/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",40,2012
"926",340387,"09/25/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",11,2012
"927",340388,"09/25/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",68,2012
"928",340389,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"929",340390,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"930",340391,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"931",340392,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"932",340393,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"933",340394,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"934",340395,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"935",340396,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"936",340397,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"937",340398,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"938",340399,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"939",340400,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"940",340401,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"941",340402,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"942",340403,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"943",340409,"09/19/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
"944",340417,"09/20/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"945",340418,"09/20/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"946",340419,"09/20/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"947",340420,"09/20/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",36,2012
"948",340420,"09/20/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",50,2012
"949",340421,"09/20/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",92,2012
"950",340421,"09/20/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",50,2012
"951",340435,"09/28/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"952",340436,"09/28/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",4,2012
"953",340437,"09/28/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",3,2012
"954",340438,"09/28/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",41,2012
"955",340439,"09/28/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",50,2012
"956",340446,"10/02/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"957",340447,"10/02/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"958",340447,"10/02/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",0,2012
"959",340448,"10/02/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",3,2012
"960",340448,"10/02/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"961",340448,"10/02/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",20,2012
"962",340449,"10/02/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",16,2012
"963",340449,"10/02/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",30,2012
"964",340450,"10/01/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"965",340451,"10/01/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",7,2012
"966",340452,"10/01/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",14,2012
"967",340452,"10/01/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",25,2012
"968",340453,"10/01/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",15,2012
"969",340454,"10/01/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",17,2012
"970",340455,"10/02/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",44,2012
"971",340456,"10/02/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",86,2012
"972",340456,"10/02/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",60,2012
"973",340571,"10/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"974",340571,"10/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"975",340572,"10/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"976",340572,"10/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",4,2012
"977",340573,"10/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","PINK",0,2012
"978",340574,"10/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",31,2012
"979",340575,"10/09/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",2,2012
"980",340575,"10/09/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",0,2012
"981",340576,"10/09/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",12,2012
"982",340577,"10/09/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",43,2012
"983",340578,"10/09/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",16,2012
"984",340579,"10/09/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",7,2012
"985",340580,"10/05/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",0,2012
"986",340580,"10/05/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",35,2012
"987",340581,"10/05/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",2,2012
"988",340582,"10/05/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",6,2012
"989",340583,"10/05/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",27,2012
"990",340584,"10/05/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",88,2012
"991",340585,"10/09/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",37,2012
"992",340585,"10/09/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",130,2012
"993",340588,"10/09/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",18,2012
"994",340589,"10/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",16,2012
"995",340589,"10/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","COHO",47,2012
"996",340590,"10/12/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",7,2012
"997",340591,"10/05/2012","Snohomish R. Cont. As Skykomish R. @ R.M. 20.51","CHIN",NA,2012
